Localização;CodProduto;Data;Quantidade;Vendendor;idCliente
Tanzania;P023;18/01/2021;447;4;58
Chile;P014;18/01/2021;61;4;5
Spain;P013;18/01/2021;157;9;55
South Africa;P027;18/01/2021;274;9;4
Peru;P048;18/01/2021;577;1;43
USA;P047;18/01/2021;203;8;94
Algeria;P030;18/01/2021;155;10;51
Germany;P029;18/01/2021;344;2;74
Saudi Arabia;P016;18/01/2021;173;3;79
Iraq;P011;18/01/2021;348;8;16
Japan;P010;18/01/2021;156;5;68
Argentina;P029;18/01/2021;170;10;51
Indonesia;P045;18/01/2021;141;4;27
Libya;P052;18/01/2021;61;8;95
Ukraine;P027;18/01/2021;197;7;27
France;P026;18/01/2021;197;3;10
Malaysia;P040;18/01/2021;405;3;39
Peru;P008;18/01/2021;450;10;45
USA;P007;18/01/2021;179;6;9
Fiji;P043;18/01/2021;87;10;89
Russia;P042;18/01/2021;118;8;81
Nicaragua;P008;18/01/2021;244;1;17
Ecuador;P024;18/01/2021;75;6;51
Mexico;P023;18/01/2021;296;8;16
Yemen;P015;18/01/2021;231;3;28
Indonesia;P005;18/01/2021;163;6;8
Turkey;P050;18/01/2021;178;10;20
Honduras;P040;18/01/2021;213;4;98
Italy;P039;18/01/2021;214;9;1
Bolivia;P035;18/01/2021;53;9;7
Thailand;P021;18/01/2021;146;1;98
Brazil;P020;18/01/2021;242;4;75
Fiji;P003;18/01/2021;215;3;52
Russia;P002;18/01/2021;598;10;42
Poland;P034;18/01/2021;231;8;79
Paraguay;P037;18/01/2021;97;2;47
Canada;P036;18/01/2021;535;4;68
Uruguay;P019;18/01/2021;518;9;27
United Kingdom;P018;18/01/2021;550;1;88
Cuba;P032;18/01/2021;494;2;32
Iraq;P053;18/01/2021;297;9;83
Japan;P052;18/01/2021;472;1;15
Mongolia;P033;18/01/2021;33;2;35
Pakistan;P034;18/01/2021;342;3;74
Tanzania;P025;18/01/2021;156;6;80
Chile;P016;18/01/2021;442;7;89
Brazil;P019;19/01/2021;68;10;90
Peru;P001;19/01/2021;438;1;22
Russia;P001;19/01/2021;432;5;68
Honduras;P003;19/01/2021;389;5;18
Yemen;P025;19/01/2021;512;1;14
Canada;P035;19/01/2021;367;6;79
Argentina;P003;19/01/2021;211;2;37
United Kingdom;P017;19/01/2021;271;1;8
Cuba;P031;19/01/2021;40;1;8
Iraq;P052;19/01/2021;251;10;15
Japan;P051;19/01/2021;230;2;64
Mongolia;P032;19/01/2021;363;5;48
Pakistan;P033;19/01/2021;100;9;50
Tanzania;P024;19/01/2021;136;8;42
Chile;P015;19/01/2021;287;7;8
Spain;P014;19/01/2021;250;10;6
South Africa;P028;19/01/2021;54;1;29
Peru;P049;19/01/2021;182;2;29
USA;P048;19/01/2021;475;4;40
Algeria;P031;19/01/2021;240;9;62
Germany;P030;19/01/2021;493;7;90
Saudi Arabia;P017;19/01/2021;310;5;86
Iraq;P012;19/01/2021;163;10;73
Japan;P011;19/01/2021;321;1;18
Argentina;P030;19/01/2021;74;10;81
Indonesia;P046;19/01/2021;328;7;60
Libya;P053;19/01/2021;192;2;100
Ukraine;P028;19/01/2021;375;4;100
France;P027;19/01/2021;552;9;98
Malaysia;P041;19/01/2021;531;1;86
Peru;P009;19/01/2021;496;5;1
USA;P008;19/01/2021;70;4;45
Fiji;P044;19/01/2021;269;1;54
Russia;P043;19/01/2021;247;7;58
Nicaragua;P009;19/01/2021;244;3;26
Ecuador;P025;19/01/2021;300;4;32
Mexico;P024;19/01/2021;73;3;97
Yemen;P016;19/01/2021;454;5;43
Indonesia;P006;19/01/2021;88;5;10
Turkey;P051;19/01/2021;161;7;69
Honduras;P041;19/01/2021;217;3;81
Italy;P040;19/01/2021;107;7;59
Bolivia;P036;19/01/2021;206;1;22
Thailand;P022;19/01/2021;233;7;44
Brazil;P021;19/01/2021;308;6;48
Fiji;P004;19/01/2021;457;1;48
Russia;P003;19/01/2021;326;5;95
New Zealand;P001;19/01/2021;271;9;69
Paraguay;P038;19/01/2021;125;1;77
Canada;P037;19/01/2021;220;7;72
Uruguay;P020;19/01/2021;222;7;29
United Kingdom;P019;19/01/2021;370;4;17
Cuba;P033;19/01/2021;51;10;42
Honduras;P001;19/01/2021;72;5;54
Japan;P053;19/01/2021;584;7;15
Mongolia;P034;19/01/2021;593;2;51
Pakistan;P035;19/01/2021;202;5;67
Tanzania;P026;19/01/2021;353;10;35
Chile;P017;19/01/2021;17;6;61
Brazil;P020;20/01/2021;325;8;90
Peru;P002;20/01/2021;268;9;100
Russia;P002;20/01/2021;558;10;48
Honduras;P004;20/01/2021;203;3;22
Yemen;P026;20/01/2021;475;8;74
Canada;P036;20/01/2021;186;8;10
Argentina;P004;20/01/2021;455;9;66
United Kingdom;P018;20/01/2021;441;1;24
Cuba;P032;20/01/2021;84;8;94
Iraq;P053;20/01/2021;244;5;24
Japan;P052;20/01/2021;328;7;37
Mongolia;P033;20/01/2021;412;10;41
Pakistan;P034;20/01/2021;305;6;25
Tanzania;P025;20/01/2021;181;8;84
Chile;P016;20/01/2021;79;8;42
Spain;P015;20/01/2021;280;2;71
South Africa;P029;20/01/2021;67;6;7
Peru;P050;20/01/2021;272;10;79
USA;P049;20/01/2021;172;8;68
Algeria;P032;20/01/2021;194;4;86
Germany;P031;20/01/2021;458;4;26
Saudi Arabia;P033;20/01/2021;116;9;9
Iraq;P013;20/01/2021;203;9;26
Japan;P012;20/01/2021;409;1;35
Argentina;P031;20/01/2021;290;4;28
Indonesia;P047;20/01/2021;158;8;53
Niger;P036;20/01/2021;281;4;95
Ukraine;P029;20/01/2021;446;6;44
France;P028;20/01/2021;453;7;82
Malaysia;P042;20/01/2021;591;9;39
Peru;P010;20/01/2021;472;7;75
USA;P009;20/01/2021;134;8;30
Fiji;P045;20/01/2021;62;8;36
Russia;P044;20/01/2021;491;7;45
Nicaragua;P031;20/01/2021;208;6;18
Ecuador;P026;20/01/2021;253;5;34
Mexico;P025;20/01/2021;327;5;53
Yemen;P017;20/01/2021;433;4;79
Indonesia;P007;20/01/2021;274;8;17
Turkey;P052;20/01/2021;331;6;100
Honduras;P042;20/01/2021;178;1;42
Italy;P041;20/01/2021;323;2;100
Bolivia;P037;20/01/2021;179;2;32
Thailand;P023;20/01/2021;32;10;65
Brazil;P022;20/01/2021;354;1;36
Fiji;P005;20/01/2021;465;7;32
Russia;P004;20/01/2021;250;9;51
New Zealand;P002;20/01/2021;467;6;67
Paraguay;P039;20/01/2021;543;1;99
Canada;P038;20/01/2021;303;2;15
Uruguay;P021;20/01/2021;390;4;34
United Kingdom;P020;20/01/2021;540;1;34
Cuba;P034;20/01/2021;332;5;87
Honduras;P002;20/01/2021;41;4;42
Italy;P001;20/01/2021;58;2;42
Mongolia;P035;20/01/2021;438;2;13
Pakistan;P036;20/01/2021;35;4;77
Tanzania;P027;20/01/2021;102;4;62
Chile;P018;20/01/2021;215;7;91
Brazil;P021;21/01/2021;342;8;85
Peru;P003;21/01/2021;177;7;8
Russia;P003;21/01/2021;399;6;16
Honduras;P005;21/01/2021;484;5;95
Yemen;P027;21/01/2021;179;5;10
Canada;P037;21/01/2021;475;5;83
Argentina;P005;21/01/2021;298;5;71
United Kingdom;P019;21/01/2021;183;7;68
Cuba;P033;21/01/2021;65;6;12
Honduras;P001;21/01/2021;325;4;61
Japan;P053;21/01/2021;247;10;4
Mongolia;P034;21/01/2021;351;3;34
Pakistan;P035;21/01/2021;389;8;30
Tanzania;P026;21/01/2021;222;2;24
Chile;P017;21/01/2021;108;9;64
Spain;P016;21/01/2021;523;2;40
South Africa;P030;21/01/2021;134;10;8
Peru;P051;21/01/2021;597;10;85
USA;P050;21/01/2021;214;9;60
Algeria;P033;21/01/2021;157;10;91
Germany;P032;21/01/2021;264;4;4
Saudi Arabia;P034;21/01/2021;232;3;84
Iraq;P014;21/01/2021;164;10;40
Japan;P013;21/01/2021;53;10;27
Argentina;P032;21/01/2021;470;7;92
Indonesia;P048;21/01/2021;156;8;19
Niger;P037;21/01/2021;300;2;99
Ukraine;P030;21/01/2021;261;10;70
France;P029;21/01/2021;316;10;26
Malaysia;P043;21/01/2021;600;2;6
Peru;P011;21/01/2021;247;4;50
USA;P010;21/01/2021;85;3;42
Fiji;P046;21/01/2021;158;1;73
Russia;P045;21/01/2021;133;6;9
Nicaragua;P032;21/01/2021;56;9;71
Ecuador;P027;21/01/2021;251;4;41
Mexico;P026;21/01/2021;247;5;29
Yemen;P018;21/01/2021;368;7;38
Indonesia;P008;21/01/2021;240;6;97
Turkey;P053;21/01/2021;434;4;48
Honduras;P043;21/01/2021;281;2;24
Italy;P042;21/01/2021;72;7;80
Bolivia;P038;21/01/2021;181;7;11
Thailand;P024;21/01/2021;410;8;8
Brazil;P023;21/01/2021;286;10;17
Fiji;P006;21/01/2021;148;1;89
Russia;P005;21/01/2021;355;3;3
New Zealand;P003;21/01/2021;92;2;28
Paraguay;P040;21/01/2021;421;2;97
Canada;P039;21/01/2021;132;8;52
Uruguay;P022;21/01/2021;245;8;38
United Kingdom;P021;21/01/2021;291;7;55
Cuba;P035;21/01/2021;348;5;37
Honduras;P003;21/01/2021;111;9;45
Italy;P002;21/01/2021;368;1;20
Mongolia;P036;21/01/2021;323;9;83
Pakistan;P037;21/01/2021;160;1;18
Tanzania;P028;21/01/2021;169;5;34
Chile;P019;21/01/2021;114;2;30
Brazil;P022;22/01/2021;215;4;68
Peru;P004;22/01/2021;69;2;98
Russia;P004;22/01/2021;72;10;85
Honduras;P006;22/01/2021;351;1;60
Yemen;P028;22/01/2021;479;7;46
Canada;P038;22/01/2021;353;7;36
Argentina;P006;22/01/2021;487;7;97
United Kingdom;P020;22/01/2021;183;9;55
Cuba;P034;22/01/2021;37;4;97
Honduras;P002;22/01/2021;100;3;30
Italy;P001;22/01/2021;109;8;64
Mongolia;P035;22/01/2021;146;2;99
Pakistan;P036;22/01/2021;281;8;73
Tanzania;P027;22/01/2021;398;7;11
Chile;P018;22/01/2021;266;6;69
Spain;P017;22/01/2021;412;10;32
South Africa;P031;22/01/2021;205;6;22
Peru;P052;22/01/2021;373;5;84
USA;P051;22/01/2021;515;3;35
Algeria;P034;22/01/2021;285;7;80
Germany;P033;22/01/2021;372;1;91
Saudi Arabia;P035;22/01/2021;143;4;55
Iraq;P015;22/01/2021;118;6;20
Japan;P014;22/01/2021;64;10;55
Argentina;P033;22/01/2021;281;6;79
Indonesia;P049;22/01/2021;199;5;34
Niger;P038;22/01/2021;156;8;29
Ukraine;P031;22/01/2021;176;5;60
France;P030;22/01/2021;187;2;30
Malaysia;P044;22/01/2021;112;1;61
Peru;P012;22/01/2021;82;9;35
USA;P011;22/01/2021;103;6;42
Fiji;P047;22/01/2021;232;3;18
Russia;P046;22/01/2021;470;10;90
Nicaragua;P033;22/01/2021;118;6;83
Ecuador;P028;22/01/2021;109;5;44
Mexico;P027;22/01/2021;316;1;21
Yemen;P019;22/01/2021;263;9;20
Indonesia;P009;22/01/2021;182;5;93
Guatemala;P001;22/01/2021;181;3;46
Honduras;P044;22/01/2021;190;8;59
Italy;P043;22/01/2021;345;4;80
Bolivia;P039;22/01/2021;146;2;71
Thailand;P025;22/01/2021;558;8;86
Brazil;P024;22/01/2021;497;9;52
Fiji;P007;22/01/2021;546;10;20
Russia;P006;22/01/2021;454;6;50
New Zealand;P004;22/01/2021;536;6;65
Paraguay;P041;22/01/2021;176;2;9
Canada;P040;22/01/2021;159;10;83
Uruguay;P023;22/01/2021;26;5;42
United Kingdom;P022;22/01/2021;250;2;14
Cuba;P036;22/01/2021;151;5;71
Honduras;P004;22/01/2021;137;3;1
Italy;P003;22/01/2021;504;8;55
Mongolia;P037;22/01/2021;349;3;33
Pakistan;P038;22/01/2021;297;4;31
Tanzania;P029;22/01/2021;150;3;75
Chile;P020;22/01/2021;259;3;54
Brazil;P025;25/01/2021;465;1;59
Peru;P007;25/01/2021;201;6;70
Russia;P007;25/01/2021;484;8;97
Honduras;P009;25/01/2021;206;4;25
Yemen;P031;25/01/2021;499;9;61
Canada;P041;25/01/2021;203;3;56
Argentina;P009;25/01/2021;337;6;4
United Kingdom;P023;25/01/2021;292;8;61
Cuba;P037;25/01/2021;47;10;42
Honduras;P005;25/01/2021;108;5;14
Italy;P004;25/01/2021;413;10;86
Mongolia;P038;25/01/2021;269;2;81
Pakistan;P039;25/01/2021;387;5;5
Tanzania;P030;25/01/2021;222;1;17
Chile;P021;25/01/2021;50;1;74
Spain;P020;25/01/2021;183;9;99
South Africa;P034;25/01/2021;79;3;99
Paraguay;P002;25/01/2021;568;6;72
Canada;P001;25/01/2021;438;8;39
Algeria;P037;25/01/2021;63;4;81
Germany;P036;25/01/2021;347;7;6
Saudi Arabia;P038;25/01/2021;354;1;44
Iraq;P018;25/01/2021;357;1;7
Japan;P017;25/01/2021;210;2;73
Argentina;P036;25/01/2021;140;9;54
Indonesia;P052;25/01/2021;72;7;77
Niger;P041;25/01/2021;130;10;39
Ukraine;P034;25/01/2021;500;10;4
France;P033;25/01/2021;365;4;15
Malaysia;P047;25/01/2021;159;5;70
Peru;P015;25/01/2021;69;8;70
USA;P014;25/01/2021;457;10;85
Fiji;P050;25/01/2021;144;7;89
Russia;P049;25/01/2021;243;3;84
Nicaragua;P036;25/01/2021;163;2;100
Ecuador;P031;25/01/2021;93;1;90
Mexico;P030;25/01/2021;211;1;26
Yemen;P022;25/01/2021;158;3;65
Indonesia;P012;25/01/2021;59;4;61
Guatemala;P004;25/01/2021;129;5;46
Honduras;P047;25/01/2021;227;3;68
Italy;P046;25/01/2021;541;8;32
Bolivia;P042;25/01/2021;116;1;46
Thailand;P028;25/01/2021;525;9;96
Brazil;P027;25/01/2021;185;7;56
Fiji;P010;25/01/2021;177;3;1
Russia;P009;25/01/2021;371;8;60
New Zealand;P007;25/01/2021;296;1;86
Paraguay;P044;25/01/2021;422;8;3
Canada;P043;25/01/2021;547;8;64
Uruguay;P026;25/01/2021;283;5;93
United Kingdom;P025;25/01/2021;293;7;36
Cuba;P039;25/01/2021;60;9;23
Honduras;P007;25/01/2021;108;7;74
Italy;P006;25/01/2021;502;2;39
Mongolia;P040;25/01/2021;550;2;33
Pakistan;P041;25/01/2021;22;7;16
Tanzania;P032;25/01/2021;151;4;71
Chile;P023;25/01/2021;350;9;12
Brazil;P026;26/01/2021;293;4;40
Peru;P008;26/01/2021;280;2;36
Russia;P008;26/01/2021;275;3;22
Honduras;P010;26/01/2021;168;6;75
Yemen;P032;26/01/2021;492;4;1
Canada;P042;26/01/2021;307;4;93
Argentina;P010;26/01/2021;379;1;87
United Kingdom;P024;26/01/2021;167;5;21
Cuba;P038;26/01/2021;66;1;97
Honduras;P006;26/01/2021;226;7;79
Italy;P005;26/01/2021;175;10;67
Mongolia;P039;26/01/2021;207;2;60
Pakistan;P040;26/01/2021;178;10;46
Tanzania;P031;26/01/2021;258;1;94
Chile;P022;26/01/2021;209;10;47
Spain;P021;26/01/2021;449;4;72
South Africa;P035;26/01/2021;121;5;55
Paraguay;P003;26/01/2021;483;8;8
Canada;P002;26/01/2021;567;3;68
Algeria;P038;26/01/2021;294;2;18
Germany;P037;26/01/2021;328;7;37
Saudi Arabia;P039;26/01/2021;398;9;77
Iraq;P019;26/01/2021;150;10;36
Japan;P018;26/01/2021;389;7;94
Argentina;P037;26/01/2021;279;8;9
Indonesia;P053;26/01/2021;273;1;68
Niger;P042;26/01/2021;189;3;33
Ukraine;P035;26/01/2021;563;3;7
France;P034;26/01/2021;508;2;54
Malaysia;P048;26/01/2021;487;2;7
Peru;P016;26/01/2021;449;8;9
USA;P015;26/01/2021;194;8;16
Fiji;P051;26/01/2021;64;9;23
Russia;P050;26/01/2021;316;6;52
Nicaragua;P037;26/01/2021;151;6;3
Ecuador;P032;26/01/2021;248;3;66
Mexico;P031;26/01/2021;416;3;92
Yemen;P023;26/01/2021;456;5;97
Indonesia;P013;26/01/2021;258;9;66
Guatemala;P005;26/01/2021;205;3;32
Honduras;P048;26/01/2021;182;8;56
Italy;P047;26/01/2021;442;3;88
Bolivia;P043;26/01/2021;282;6;18
Thailand;P029;26/01/2021;118;5;71
Brazil;P028;26/01/2021;407;10;99
Fiji;P011;26/01/2021;410;1;85
Russia;P010;26/01/2021;33;9;79
New Zealand;P008;26/01/2021;370;8;58
Paraguay;P045;26/01/2021;439;3;99
Canada;P044;26/01/2021;403;5;82
Uruguay;P027;26/01/2021;381;7;69
United Kingdom;P026;26/01/2021;343;2;26
Cuba;P040;26/01/2021;332;7;83
Honduras;P008;26/01/2021;49;10;33
Italy;P007;26/01/2021;400;1;7
Mongolia;P041;26/01/2021;496;5;1
Pakistan;P042;26/01/2021;95;7;65
Tanzania;P033;26/01/2021;69;10;86
Chile;P024;26/01/2021;403;7;76
Brazil;P027;27/01/2021;403;5;43
Peru;P009;27/01/2021;324;1;56
Russia;P009;27/01/2021;223;7;79
Honduras;P011;27/01/2021;580;3;68
Yemen;P033;27/01/2021;577;6;1
Canada;P043;27/01/2021;284;10;6
Argentina;P011;27/01/2021;592;1;70
United Kingdom;P025;27/01/2021;192;10;30
Cuba;P039;27/01/2021;90;3;2
Honduras;P007;27/01/2021;324;5;33
Italy;P006;27/01/2021;254;8;49
Mongolia;P040;27/01/2021;272;9;46
Pakistan;P041;27/01/2021;270;10;88
Tanzania;P032;27/01/2021;184;7;61
Chile;P023;27/01/2021;80;9;63
Spain;P022;27/01/2021;418;7;12
Poland;P001;27/01/2021;265;8;38
Paraguay;P004;27/01/2021;477;1;10
Canada;P003;27/01/2021;237;9;84
Algeria;P039;27/01/2021;266;10;60
Germany;P038;27/01/2021;332;7;50
Saudi Arabia;P040;27/01/2021;160;9;91
Iraq;P020;27/01/2021;117;7;90
Japan;P019;27/01/2021;111;7;25
Argentina;P038;27/01/2021;451;1;74
Pakistan;P001;27/01/2021;492;10;75
Niger;P043;27/01/2021;226;1;77
Ukraine;P036;27/01/2021;502;6;72
France;P035;27/01/2021;336;10;97
Malaysia;P049;27/01/2021;177;1;49
Peru;P017;27/01/2021;63;2;11
USA;P016;27/01/2021;453;6;90
Fiji;P052;27/01/2021;164;10;43
Russia;P051;27/01/2021;114;9;43
Nicaragua;P038;27/01/2021;295;1;15
Ecuador;P033;27/01/2021;162;2;16
Mexico;P032;27/01/2021;302;9;49
Yemen;P024;27/01/2021;363;4;71
Indonesia;P014;27/01/2021;338;5;79
Guatemala;P006;27/01/2021;205;6;38
Honduras;P049;27/01/2021;299;3;21
Italy;P048;27/01/2021;41;10;56
Bolivia;P044;27/01/2021;111;7;97
Thailand;P030;27/01/2021;590;3;34
Brazil;P029;27/01/2021;47;2;9
Fiji;P012;27/01/2021;392;2;80
Russia;P011;27/01/2021;463;5;7
New Zealand;P009;27/01/2021;557;3;5
Paraguay;P046;27/01/2021;12;6;45
Canada;P045;27/01/2021;166;3;79
Uruguay;P028;27/01/2021;42;8;51
United Kingdom;P027;27/01/2021;29;8;47
Cuba;P041;27/01/2021;447;10;66
Honduras;P009;27/01/2021;50;2;55
Italy;P008;27/01/2021;204;10;64
Mongolia;P042;27/01/2021;70;9;97
Pakistan;P043;27/01/2021;241;4;2
Tanzania;P034;27/01/2021;393;6;22
Chile;P025;27/01/2021;118;10;56
Brazil;P028;28/01/2021;334;4;86
Peru;P010;28/01/2021;57;8;53
Russia;P010;28/01/2021;402;3;72
Honduras;P012;28/01/2021;309;3;27
Yemen;P034;28/01/2021;195;1;19
Canada;P044;28/01/2021;580;3;70
Argentina;P012;28/01/2021;577;3;96
United Kingdom;P026;28/01/2021;379;1;1
Cuba;P040;28/01/2021;27;10;9
Honduras;P008;28/01/2021;427;8;81
Italy;P007;28/01/2021;179;2;28
Mongolia;P041;28/01/2021;419;4;84
Pakistan;P042;28/01/2021;390;2;49
Tanzania;P033;28/01/2021;292;8;67
Chile;P024;28/01/2021;182;9;92
Spain;P023;28/01/2021;511;4;94
Poland;P002;28/01/2021;287;10;53
Paraguay;P005;28/01/2021;361;2;26
Canada;P004;28/01/2021;379;3;48
Algeria;P040;28/01/2021;51;6;84
Germany;P039;28/01/2021;418;10;8
Saudi Arabia;P041;28/01/2021;218;1;27
Iraq;P021;28/01/2021;341;6;44
Japan;P020;28/01/2021;490;10;9
Argentina;P039;28/01/2021;346;10;45
Pakistan;P002;28/01/2021;82;8;8
Niger;P044;28/01/2021;298;1;98
Ukraine;P037;28/01/2021;432;6;95
France;P036;28/01/2021;196;4;14
Malaysia;P050;28/01/2021;354;8;86
Peru;P018;28/01/2021;143;6;52
USA;P017;28/01/2021;356;6;67
Fiji;P053;28/01/2021;108;9;86
Russia;P052;28/01/2021;459;10;84
Nicaragua;P039;28/01/2021;139;8;91
Ecuador;P034;28/01/2021;183;5;62
Mexico;P033;28/01/2021;109;9;11
Yemen;P025;28/01/2021;80;4;79
Indonesia;P015;28/01/2021;194;4;36
Guatemala;P007;28/01/2021;153;9;40
Honduras;P050;28/01/2021;298;8;6
Italy;P049;28/01/2021;524;4;25
Bolivia;P045;28/01/2021;231;2;46
Thailand;P031;28/01/2021;263;4;64
Brazil;P030;28/01/2021;134;8;24
Fiji;P013;28/01/2021;307;10;16
Russia;P012;28/01/2021;180;9;26
New Zealand;P010;28/01/2021;117;7;47
Paraguay;P047;28/01/2021;179;4;11
Canada;P046;28/01/2021;514;9;70
Uruguay;P029;28/01/2021;447;1;82
United Kingdom;P028;28/01/2021;31;6;71
Cuba;P042;28/01/2021;139;6;34
Honduras;P010;28/01/2021;30;5;64
Italy;P009;28/01/2021;504;6;81
Mongolia;P043;28/01/2021;212;5;28
Pakistan;P044;28/01/2021;356;2;51
China;P043;28/01/2021;842;8;5
Chile;P026;28/01/2021;594;3;47
Brazil;P029;29/01/2021;127;8;3
Peru;P011;29/01/2021;329;4;98
Russia;P011;29/01/2021;59;9;51
Honduras;P013;29/01/2021;218;10;62
Yemen;P035;29/01/2021;338;2;1
Canada;P045;29/01/2021;165;3;2
Argentina;P013;29/01/2021;247;3;28
United Kingdom;P027;29/01/2021;307;9;23
Cuba;P041;29/01/2021;74;6;52
Honduras;P009;29/01/2021;428;3;25
Italy;P008;29/01/2021;310;3;45
Mongolia;P042;29/01/2021;166;9;53
Pakistan;P043;29/01/2021;434;1;87
Tanzania;P034;29/01/2021;356;7;88
Chile;P025;29/01/2021;149;10;13
Spain;P024;29/01/2021;165;1;55
Poland;P003;29/01/2021;546;7;12
Paraguay;P006;29/01/2021;585;8;100
Canada;P005;29/01/2021;533;6;32
Algeria;P041;29/01/2021;161;2;22
Germany;P040;29/01/2021;282;3;74
Saudi Arabia;P042;29/01/2021;374;7;75
Iraq;P022;29/01/2021;259;1;74
Japan;P021;29/01/2021;157;8;10
Argentina;P040;29/01/2021;387;5;2
Pakistan;P003;29/01/2021;371;2;84
Niger;P045;29/01/2021;202;8;90
Ukraine;P038;29/01/2021;239;3;16
France;P037;29/01/2021;459;7;12
Malaysia;P051;29/01/2021;359;10;91
Peru;P019;29/01/2021;353;9;62
USA;P018;29/01/2021;81;7;77
Algeria;P001;29/01/2021;180;2;72
Russia;P053;29/01/2021;315;7;96
Nicaragua;P040;29/01/2021;66;6;15
Ecuador;P035;29/01/2021;176;10;96
Mexico;P034;29/01/2021;316;6;72
Yemen;P026;29/01/2021;57;3;92
Indonesia;P016;29/01/2021;235;6;97
Guatemala;P008;29/01/2021;205;9;67
Honduras;P051;29/01/2021;139;5;17
Italy;P050;29/01/2021;502;3;71
Bolivia;P046;29/01/2021;173;9;61
Thailand;P032;29/01/2021;34;9;33
Brazil;P031;29/01/2021;575;6;11
Fiji;P014;29/01/2021;276;5;22
Russia;P013;29/01/2021;544;8;45
New Zealand;P011;29/01/2021;223;1;66
Paraguay;P048;29/01/2021;402;6;23
Canada;P047;29/01/2021;34;8;70
Uruguay;P030;29/01/2021;306;1;70
United Kingdom;P029;29/01/2021;273;6;65
Cuba;P043;29/01/2021;458;5;87
Honduras;P011;29/01/2021;129;9;15
Italy;P010;29/01/2021;547;8;93
Mongolia;P044;29/01/2021;22;5;47
Pakistan;P045;29/01/2021;508;5;17
China;P044;29/01/2021;716;7;20
Chile;P027;29/01/2021;208;5;69
Brazil;P032;01/02/2021;155;9;61
Peru;P014;01/02/2021;397;10;7
Russia;P014;01/02/2021;238;10;76
Honduras;P016;01/02/2021;542;4;17
Yemen;P051;01/02/2021;592;7;73
Canada;P048;01/02/2021;320;4;42
Argentina;P030;01/02/2021;567;8;86
United Kingdom;P030;01/02/2021;358;4;67
Cuba;P044;01/02/2021;87;10;73
Honduras;P012;01/02/2021;431;9;24
Italy;P011;01/02/2021;167;4;78
Mongolia;P045;01/02/2021;421;5;34
Pakistan;P046;01/02/2021;234;4;91
China;P045;01/02/2021;196;1;5
Chile;P028;01/02/2021;185;8;29
Spain;P027;01/02/2021;463;10;97
Poland;P006;01/02/2021;305;9;33
Paraguay;P009;01/02/2021;149;1;13
Canada;P008;01/02/2021;533;10;36
Algeria;P044;01/02/2021;53;9;2
Germany;P043;01/02/2021;234;7;93
Saudi Arabia;P045;01/02/2021;285;3;56
Iraq;P025;01/02/2021;329;7;16
Japan;P024;01/02/2021;395;1;2
Argentina;P043;01/02/2021;280;4;45
Pakistan;P006;01/02/2021;469;6;45
Niger;P048;01/02/2021;64;10;17
Ukraine;P041;01/02/2021;445;9;11
France;P040;01/02/2021;208;3;25
South Africa;P001;01/02/2021;87;10;73
Peru;P022;01/02/2021;140;8;63
USA;P021;01/02/2021;325;5;60
Algeria;P004;01/02/2021;166;4;96
Germany;P003;01/02/2021;491;3;75
Nicaragua;P043;01/02/2021;277;9;88
Ecuador;P038;01/02/2021;98;8;49
Mexico;P037;01/02/2021;156;7;29
Yemen;P029;01/02/2021;489;5;22
Indonesia;P019;01/02/2021;131;2;14
Guatemala;P011;01/02/2021;125;2;81
Ukraine;P001;01/02/2021;182;5;20
Italy;P053;01/02/2021;410;8;18
Bolivia;P049;01/02/2021;92;9;82
Thailand;P035;01/02/2021;200;4;82
Brazil;P034;01/02/2021;248;2;16
Fiji;P017;01/02/2021;53;1;17
Russia;P016;01/02/2021;579;7;16
New Zealand;P014;01/02/2021;207;10;98
Paraguay;P051;01/02/2021;274;1;56
Canada;P050;01/02/2021;277;10;38
Uruguay;P033;01/02/2021;173;9;19
United Kingdom;P032;01/02/2021;470;6;73
Cuba;P046;01/02/2021;369;3;95
Honduras;P014;01/02/2021;125;3;38
Italy;P013;01/02/2021;234;1;56
Mongolia;P047;01/02/2021;96;9;94
Pakistan;P048;01/02/2021;434;8;95
China;P047;01/02/2021;795;1;74
Chile;P030;01/02/2021;599;6;23
Brazil;P033;02/02/2021;600;5;69
Peru;P015;02/02/2021;388;8;22
Russia;P015;02/02/2021;505;9;88
Honduras;P017;02/02/2021;162;8;37
Yemen;P052;02/02/2021;528;7;14
Canada;P049;02/02/2021;286;1;48
Argentina;P031;02/02/2021;467;8;100
United Kingdom;P031;02/02/2021;168;4;14
Cuba;P045;02/02/2021;87;6;55
Honduras;P013;02/02/2021;341;4;30
Italy;P012;02/02/2021;230;9;47
Mongolia;P046;02/02/2021;123;9;70
Pakistan;P047;02/02/2021;337;4;50
China;P046;02/02/2021;240;8;65
Chile;P029;02/02/2021;163;3;33
Spain;P028;02/02/2021;308;9;43
Poland;P007;02/02/2021;434;1;29
Paraguay;P010;02/02/2021;284;10;17
Canada;P009;02/02/2021;302;9;48
Algeria;P045;02/02/2021;166;4;8
Germany;P044;02/02/2021;92;10;75
Venezuela;P029;02/02/2021;162;4;32
Iraq;P026;02/02/2021;228;4;13
Japan;P025;02/02/2021;427;1;36
Argentina;P044;02/02/2021;305;2;8
Pakistan;P007;02/02/2021;460;6;16
Niger;P049;02/02/2021;147;7;10
Ukraine;P042;02/02/2021;118;2;36
France;P041;02/02/2021;198;5;93
